COD_SIM,ID_EST,NTS_LEC_10,NTS_MAT_10,RAN_NOT_10,NTS_LEC_11,NTS_MAT_11,RAN_NOT_11,TEXTO 1,TEXTO 2,TEXTO 3,TEXTO 4,NTS_LEC_10,NTS_MAT_10,RAN_NOT_10,NTS_LEC_11,NTS_MAT_11,RAN_NOT_11,NTS_LEC_10,NTS_MAT_10,NTS_LEC_11,NTS_MAT_11,Constante 0-5 para 0-10,Comparador 0-10,NTS_LEC_10,NTS_MAT_10,NTS_LEC_11,NTS_MAT_11,,,NTS_LEC_10,CUAL_NTS_LEC_10,CUAN_CON_PROM_NTS_LEC_10,NTS_MAT_10,CUAL_NTS_MAT_10,CUAN_CON_PROM_NTS_MAT_10,RAN_NOT_10,NTS_LEC_11,CUAL_NTS_LEC_10,CUAN_CON_PROM_NTS_LEC_10,NTS_MAT_11,CUAL_NTS_MAT_11,CUAN_CON_PROM_NTS_MAT_11,RAN_NOT_11,SUPERIOR,ALTO,BASICO,BAJO
9107003,91122206292,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,,,NO TIENE,,,NO TIENE,0,0,0,0,,,NO TIENE,NO TIENE,NO TIENE,NO TIENE,,,,,,,,,,,,,,,,,,,,
8203012,91090309043,ACEPTABLE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",NO TIENE,NO TIENE,NO TIENE,ACEPTABLE,ACEPTABLE,NO TIENE,NO TIENE,,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",,,NO TIENE,0,0,0,0,,,ACEPTABLE,ACEPTABLE,NO TIENE,NO TIENE,,,BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,,,,,,,,
8203011,91082754526,ACEPTABLE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",ACEPTABLE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",ACEPTABLE,ACEPTABLE,ACEPTABLE,ACEPTABLE,,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",0,0,0,0,,,ACEPTABLE,ACEPTABLE,ACEPTABLE,ACEPTABLE,,,BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,
8203017,1062288197,SOBRESALIENTE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",EXCELENTE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",SOBRESALIENTE,SOBRESALIENTE,EXCELENTE,SOBRESALIENTE,,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",0,0,0,0,,,SOBRESALIENTE,SOBRESALIENTE,EXCELENTE,SOBRESALIENTE,,,ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",SUPERIOR,SUPERIOR,4.75,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",,,,
9103002,91092712805,SOBRESALIENTE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",SOBRESALIENTE,EXCELENTE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",SOBRESALIENTE,SOBRESALIENTE,SOBRESALIENTE,EXCELENTE,,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",0,0,0,0,,,SOBRESALIENTE,SOBRESALIENTE,SOBRESALIENTE,EXCELENTE,,,ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,ALTO,4.25,SUPERIOR,SUPERIOR,4.75,"BAJO, BASICO, ALTO, SUPERIOR",,,,
8207006,91061109779,SOBRESALIENTE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",SOBRESALIENTE,EXCELENTE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",SOBRESALIENTE,SOBRESALIENTE,SOBRESALIENTE,EXCELENTE,,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",0,0,0,0,,,SOBRESALIENTE,SOBRESALIENTE,SOBRESALIENTE,EXCELENTE,,,ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,ALTO,4.25,SUPERIOR,SUPERIOR,4.75,"BAJO, BASICO, ALTO, SUPERIOR",,,,
8207014,90092750964,EXCELENTE,EXCELENTE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",EXCELENTE,EXCELENTE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",EXCELENTE,EXCELENTE,EXCELENTE,EXCELENTE,,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",0,0,0,0,,,EXCELENTE,EXCELENTE,EXCELENTE,EXCELENTE,,,SUPERIOR,SUPERIOR,4.75,SUPERIOR,SUPERIOR,4.75,"BAJO, BASICO, ALTO, SUPERIOR",SUPERIOR,SUPERIOR,4.75,SUPERIOR,SUPERIOR,4.75,"BAJO, BASICO, ALTO, SUPERIOR",,,,
8207019,92080861569,SOBRESALIENTE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",NO TIENE,NO TIENE,NO TIENE,SOBRESALIENTE,SOBRESALIENTE,NO TIENE,NO TIENE,,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",,,NO TIENE,0,0,0,0,,,SOBRESALIENTE,SOBRESALIENTE,NO TIENE,NO TIENE,,,ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",,,,,,,,,,,
82030042,2021203566,ACEPTABLE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",SOBRESALIENTE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",ACEPTABLE,SOBRESALIENTE,SOBRESALIENTE,ACEPTABLE,,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",0,0,0,0,,,ACEPTABLE,SOBRESALIENTE,SOBRESALIENTE,ACEPTABLE,,,BASICO,BASICO,3.5,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,ALTO,4.25,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,
920300,9011247868,SOBRESALIENTE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",NO TIENE,NO TIENE,NO TIENE,SOBRESALIENTE,SOBRESALIENTE,NO TIENE,NO TIENE,,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",,,NO TIENE,0,0,0,0,,,SOBRESALIENTE,SOBRESALIENTE,NO TIENE,NO TIENE,,,ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",,,,,,,,,,,
8207026,91011411989,SOBRESALIENTE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",SOBRESALIENTE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",SOBRESALIENTE,SOBRESALIENTE,SOBRESALIENTE,ACEPTABLE,,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",0,0,0,0,,,SOBRESALIENTE,SOBRESALIENTE,SOBRESALIENTE,ACEPTABLE,,,ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,ALTO,4.25,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,
82030015,1144031675,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,,,NO TIENE,,,NO TIENE,0,0,0,0,,,NO TIENE,NO TIENE,NO TIENE,NO TIENE,,,,,,,,,,,,,,,,,,,,
8203031,92030453362,SOBRESALIENTE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",SOBRESALIENTE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",SOBRESALIENTE,SOBRESALIENTE,SOBRESALIENTE,ACEPTABLE,,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",0,0,0,0,,,SOBRESALIENTE,SOBRESALIENTE,SOBRESALIENTE,ACEPTABLE,,,ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,ALTO,4.25,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,
9107009,1010192498,ACEPTABLE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",ACEPTABLE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",ACEPTABLE,ACEPTABLE,ACEPTABLE,SOBRESALIENTE,,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",0,0,0,0,,,ACEPTABLE,ACEPTABLE,ACEPTABLE,SOBRESALIENTE,,,BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",BASICO,BASICO,3.5,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",,,,
8207018,92020750865,SOBRESALIENTE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",ACEPTABLE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",SOBRESALIENTE,ACEPTABLE,ACEPTABLE,SOBRESALIENTE,,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",0,0,0,0,,,SOBRESALIENTE,ACEPTABLE,ACEPTABLE,SOBRESALIENTE,,,ALTO,ALTO,4.25,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",BASICO,BASICO,3.5,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",,,,
9203036,1113523978,ACEPTABLE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",SOBRESALIENTE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",ACEPTABLE,ACEPTABLE,SOBRESALIENTE,ACEPTABLE,,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",0,0,0,0,,,ACEPTABLE,ACEPTABLE,SOBRESALIENTE,ACEPTABLE,,,BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,ALTO,4.25,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,
10103005,1088301552,SOBRESALIENTE,EXCELENTE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",SOBRESALIENTE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",SOBRESALIENTE,EXCELENTE,SOBRESALIENTE,SOBRESALIENTE,,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",0,0,0,0,,,SOBRESALIENTE,EXCELENTE,SOBRESALIENTE,SOBRESALIENTE,,,ALTO,ALTO,4.25,SUPERIOR,SUPERIOR,4.75,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",,,,
9103013,1151939162,SOBRESALIENTE,EXCELENTE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",9.0,10,0-10,SOBRESALIENTE,EXCELENTE,9.0,09/01/1900,,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",9.0,"10,00",0-10,0,0,#¡VALOR!,5,,,SOBRESALIENTE,EXCELENTE,"4,5",5,,,ALTO,ALTO,4.25,SUPERIOR,SUPERIOR,4.75,"BAJO, BASICO, ALTO, SUPERIOR","4,5",SUPERIOR,"4,5",5,SUPERIOR,5,0-5,,,,
10203017,1144050731,ACEPTABLE,SOBRESALIENTE,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",SOBRESALIENTE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",ACEPTABLE,SOBRESALIENTE,SOBRESALIENTE,ACEPTABLE,,,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",0,0,0,0,,,ACEPTABLE,SOBRESALIENTE,SOBRESALIENTE,ACEPTABLE,,,BASICO,BASICO,3.5,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,ALTO,4.25,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,
9203003,91062809766,SOBRESALIENTE,SOBRESALIENTE,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",SOBRESALIENTE,EXCELENTE,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",SOBRESALIENTE,SOBRESALIENTE,SOBRESALIENTE,EXCELENTE,,,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",0,0,0,0,,,SOBRESALIENTE,SOBRESALIENTE,SOBRESALIENTE,EXCELENTE,,,ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,ALTO,4.25,SUPERIOR,SUPERIOR,4.75,"BAJO, BASICO, ALTO, SUPERIOR",,,,
9207007,1151946651,SOBRESALIENTE,SOBRESALIENTE,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",NO TIENE,NO TIENE,,SOBRESALIENTE,SOBRESALIENTE,NO TIENE,NO TIENE,,,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,,0,0,0,0,,,SOBRESALIENTE,SOBRESALIENTE,NO TIENE,NO TIENE,,,ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",,,,,,,,,,,
9107013,1144044035,ACEPTABLE,ACEPTABLE,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",SOBRESALIENTE,ACEPTABLE,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",ACEPTABLE,ACEPTABLE,SOBRESALIENTE,ACEPTABLE,,,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",0,0,0,0,,,ACEPTABLE,ACEPTABLE,SOBRESALIENTE,ACEPTABLE,,,BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,ALTO,4.25,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,
9107002,1144048990,SOBRESALIENTE,ACEPTABLE,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",SOBRESALIENTE,ACEPTABLE,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",SOBRESALIENTE,ACEPTABLE,SOBRESALIENTE,ACEPTABLE,,,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",0,0,0,0,,,SOBRESALIENTE,ACEPTABLE,SOBRESALIENTE,ACEPTABLE,,,ALTO,ALTO,4.25,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,ALTO,4.25,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,
9103012,91121564403,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,NO TIENE,,,NO TIENE,,,NO TIENE,0,0,0,0,,,NO TIENE,NO TIENE,NO TIENE,NO TIENE,,,,,,,,,,,,,,,,,,,,
9107000,92042850570,ACEPTABLE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",ACEPTABLE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",ACEPTABLE,SOBRESALIENTE,ACEPTABLE,SOBRESALIENTE,,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",0,0,0,0,,,ACEPTABLE,SOBRESALIENTE,ACEPTABLE,SOBRESALIENTE,,,BASICO,BASICO,3.5,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",BASICO,BASICO,3.5,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",,,,
9103007,91081750870,DEFICIENTE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",NO TIENE,NO TIENE,NO TIENE,DEFICIENTE,SOBRESALIENTE,NO TIENE,NO TIENE,,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",,,NO TIENE,0,0,0,0,,,DEFICIENTE,SOBRESALIENTE,NO TIENE,NO TIENE,,,BAJO,BAJO,"2,5",ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",,,,,,,,,,,
9103009,1112460965,BUENO,BUENO,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",ACEPTABLE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",BUENO,BUENO,ACEPTABLE,ACEPTABLE,,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",0,0,0,0,,,BUENO,BUENO,ACEPTABLE,ACEPTABLE,,,BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,
13107016,94070253,NO TIENE,NO TIENE,NO TIENE,EXCELENTE,BIEN,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",NO TIENE,NO TIENE,EXCELENTE,BIEN,,,NO TIENE,,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",0,0,0,0,,,NO TIENE,NO TIENE,EXCELENTE,BIEN,,,,,,,,,,SUPERIOR,SUPERIOR,4.75,SUPERIOR,SUPERIOR,4.75,"BAJO, BASICO, ALTO, SUPERIOR",,,,
91070005,10740849,EXCELENTE,EXCELENTE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",EXCELENTE,BIEN ,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",EXCELENTE,EXCELENTE,EXCELENTE,BIEN ,,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",0,0,0,0,,,EXCELENTE,EXCELENTE,EXCELENTE,BIEN ,,,SUPERIOR,SUPERIOR,4.75,SUPERIOR,SUPERIOR,4.75,"BAJO, BASICO, ALTO, SUPERIOR",SUPERIOR,SUPERIOR,4.75,SUPERIOR,SUPERIOR,4.75,"BAJO, BASICO, ALTO, SUPERIOR",,,,
10103014,1107072479,ACEPTABLE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",ACEPTABLE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",ACEPTABLE,SOBRESALIENTE,ACEPTABLE,SOBRESALIENTE,,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",0,0,0,0,,,ACEPTABLE,SOBRESALIENTE,ACEPTABLE,SOBRESALIENTE,,,BASICO,BASICO,3.5,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",BASICO,BASICO,3.5,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",,,,
9203019,1151945417,ACEPTABLE,EXCELENTE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",ACEPTABLE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",ACEPTABLE,EXCELENTE,ACEPTABLE,SOBRESALIENTE,,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",0,0,0,0,,,ACEPTABLE,EXCELENTE,ACEPTABLE,SOBRESALIENTE,,,BASICO,BASICO,3.5,SUPERIOR,SUPERIOR,4.75,"BAJO, BASICO, ALTO, SUPERIOR",BASICO,BASICO,3.5,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",,,,
9203033,1144050635,SOBRESALIENTE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",NO TIENE,NO TIENE,,SOBRESALIENTE,SOBRESALIENTE,NO TIENE,NO TIENE,,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,,0,0,0,0,,,SOBRESALIENTE,SOBRESALIENTE,NO TIENE,NO TIENE,,,ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",,,,,,,,,,,
9203015,1113657743,EXCELENTE,EXCELENTE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",NO TIENE,NO TIENE,,EXCELENTE,EXCELENTE,NO TIENE,NO TIENE,,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,,0,0,0,0,,,EXCELENTE,EXCELENTE,NO TIENE,NO TIENE,,,SUPERIOR,SUPERIOR,4.75,SUPERIOR,SUPERIOR,4.75,"BAJO, BASICO, ALTO, SUPERIOR",,,,,,,,,,,
9207009,1144174085,SOBRESALIENTE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",SOBRESALIENTE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",SOBRESALIENTE,SOBRESALIENTE,SOBRESALIENTE,SOBRESALIENTE,,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",0,0,0,0,,,SOBRESALIENTE,SOBRESALIENTE,SOBRESALIENTE,SOBRESALIENTE,,,ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",,,,
9212013,91120461309,SOBRESALIENTE,EXCELENTE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",SOBRESALIENTE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",SOBRESALIENTE,EXCELENTE,SOBRESALIENTE,SOBRESALIENTE,,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",0,0,0,0,,,SOBRESALIENTE,EXCELENTE,SOBRESALIENTE,SOBRESALIENTE,,,ALTO,ALTO,4.25,SUPERIOR,SUPERIOR,4.75,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",,,,
9212016,1143847755,SOBRESALIENTE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",SOBRESALIENTE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",SOBRESALIENTE,SOBRESALIENTE,SOBRESALIENTE,SOBRESALIENTE,,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",0,0,0,0,,,SOBRESALIENTE,SOBRESALIENTE,SOBRESALIENTE,SOBRESALIENTE,,,ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",,,,
10103000,1112476929,ACEPTABLE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",SOBRESALIENTE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",ACEPTABLE,SOBRESALIENTE,SOBRESALIENTE,SOBRESALIENTE,,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",0,0,0,0,,,ACEPTABLE,SOBRESALIENTE,SOBRESALIENTE,SOBRESALIENTE,,,BASICO,BASICO,3.5,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",,,,
